WA,45,510,No,No,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2.0,1
VA,16,510,No,No,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0
AZ,130,415,No,No,0,183.0,112,31.11,72.9,99,6.2,181.8,78,8.18,9.5,19,2.57,0
DE,95,510,No,No,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2
AL,16,408,No,No,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1
IL,101,415,No,No,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0
WV,88,510,No,No,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5
AK,55,408,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3
TX,87,415,No,No,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3
PA,104,415,No,No,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2
NH,78,408,No,No,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2
VT,59,408,No,No,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1
NH,141,415,No,Yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1
HI,132,408,Yes,Yes,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2
AZ,48,415,No,Yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1
NC,115,510,Yes,No,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3
AK,100,415,No,Yes,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1
VA,106,415,No,No,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1
ME,123,408,No,No,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0
MD,119,408,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3
VA,10,415,No,No,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1
HI,111,408,No,Yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1
MS,59,408,No,Yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0
WI,69,510,Yes,No,0,279.8,90,47.57,248.7,91,21.14,171.0,118,7.69,8.4,10,2.27,2
NM,21,415,No,Yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3
WV,173,415,No,No,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1
MD,45,415,No,No,0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,1
CO,60,408,No,No,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3
OH,74,415,No,No,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0
TX,121,415,No,Yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5
MA,160,408,No,No,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1
ID,92,415,No,Yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4
IA,129,415,No,No,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2
VA,146,415,Yes,No,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1
RI,17,415,No,No,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1
MO,83,408,No,No,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0
RI,75,415,No,No,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2
WV,113,510,No,No,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1
UT,67,510,No,Yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1
MA,56,510,No,No,0,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1
CA,87,415,No,Yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1
OR,135,415,No,No,0,194.8,97,33.12,235.3,118,20.0,174.4,126,7.85,11.0,3,2.97,1
WY,32,408,No,No,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1
