PA,119,408,No,No,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1
HI,148,510,Yes,No,0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0
DC,68,415,Yes,Yes,39,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05,1
IA,44,415,No,No,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4
NH,148,408,No,No,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1
PA,119,408,No,No,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2
NH,125,415,Yes,No,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0
IL,151,408,No,No,0,175.3,106,29.8,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0
VA,74,408,No,No,0,165.3,120,28.1,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1
MA,102,510,Yes,No,0,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0
HI,86,408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0
MD,79,510,No,Yes,31,103.1,90,17.53,243,135,20.66,76.4,92,3.44,12.2,8,3.29,3
NV,129,415,No,No,0,150,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1
WV,30,510,No,No,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2
NJ,111,510,No,No,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4
CT,144,510,Yes,Yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0
WY,58,510,No,No,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4
KS,57,415,No,No,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0
NC,64,510,Yes,Yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0
ID,169,415,No,No,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1
IN,129,415,No,No,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1
IA,126,408,No,Yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2
NJ,138,408,No,No,0,241.8,93,41.11,170.5,83,14.49,295.3,104,13.29,11.8,7,3.19,3
CT,50,408,No,No,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1
MT,60,415,No,No,0,145,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1
MA,128,415,No,No,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0
VT,99,415,No,No,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7
CT,115,415,No,No,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1
IN,88,415,Yes,Yes,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1
TX,32,408,No,No,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1
MA,62,415,Yes,No,0,159.7,86,27.15,197.5,76,16.79,121.6,105,5.47,13.9,6,3.75,0
MD,135,408,Yes,Yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0
CT,112,415,No,Yes,27,213,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4
CT,162,408,No,No,0,49.2,121,8.36,143.9,136,12.23,203,97,9.14,12.1,13,3.27,1
SD,128,415,No,No,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3
SD,137,510,No,No,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3
FL,91,510,No,No,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12,3,3.24,3
VA,121,415,No,No,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2
CO,81,408,No,No,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1
IA,79,415,No,Yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1
MI,91,408,No,No,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2
DC,76,415,No,No,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2
UT,68,415,No,No,0,162.1,86,27.56,155,86,13.18,189.7,87,8.54,11,9,2.97,5
TX,90,415,No,No,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2
IN,101,415,No,Yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2
SC,108,510,No,No,0,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1
WA,167,415,No,No,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4
WV,115,510,Yes,No,0,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1
WV,145,408,No,Yes,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2
UT,91,415,No,Yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1
NJ,96,510,No,No,0,150,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3
GA,117,510,No,No,0,149.9,95,25.48,256.1,110,21.77,212.7,92,9.57,13.3,13,3.59,2
WA,76,510,Yes,No,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0
IN,100,510,No,No,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0
GA,160,415,No,Yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1
NE,74,415,No,Yes,25,194.6,84,33.08,119.9,103,10.19,175.5,75,7.9,13.1,2,3.54,2
MD,61,415,No,No,0,260,123,44.2,210.5,127,17.89,234.7,70,10.56,9,3,2.43,1
NV,113,510,No,No,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3
KY,98,415,No,Yes,36,168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6
WY,87,415,No,No,0,151,83,25.67,219.7,116,18.67,203.9,127,9.18,9.7,3,2.62,5
OH,100,510,No,No,0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0
RI,125,408,No,No,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2
CT,77,415,No,No,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0
OK,146,510,No,No,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4
SD,145,408,No,Yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2
WV,85,408,No,No,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3
AR,80,415,No,No,0,124.3,100,21.13,173,107,14.71,253.2,62,11.39,7.9,9,2.13,1
KS,47,510,Yes,No,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0
LA,91,408,No,No,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2
AL,61,415,No,Yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0
WI,95,408,No,No,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1
PA,106,408,Yes,No,0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1
KS,126,408,No,No,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1
NJ,106,415,No,No,0,207.9,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,4
OH,133,408,Yes,No,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0
IL,148,408,No,Yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3
AK,126,415,No,No,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5
MA,127,408,Yes,No,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1
ND,148,415,Yes,No,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1
MN,61,415,No,No,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1
MI,133,408,No,No,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2
TN,80,415,Yes,No,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1
NY,46,415,No,No,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1
SC,99,510,Yes,Yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0
SC,111,415,No,Yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1
MA,132,415,No,No,0,117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1
WI,165,510,No,No,0,154.2,91,26.21,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6
ME,177,415,No,No,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2
OR,140,415,No,No,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4
OR,129,408,No,No,0,98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,0
AL,95,415,No,No,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3
WV,124,415,No,No,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3
PA,91,510,No,No,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3
AL,112,510,No,No,0,189.4,83,32.2,219,89,18.62,168,116,7.56,7.1,8,1.92,3
AR,98,415,No,No,0,227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,5
TX,106,510,No,No,0,210.6,96,35.8,249.2,85,21.18,191.4,88,8.61,12.4,1,3.35,2
OR,124,510,No,No,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1
AR,115,415,No,No,0,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7
TX,50,408,No,Yes,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3
NH,97,408,No,Yes,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2
WI,161,408,No,No,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4
MO,92,415,No,No,0,154,122,26.18,329.8,88,28.03,288,117,12.96,5.6,2,1.51,3
AK,115,415,No,No,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0
MO,138,415,No,Yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0
OK,101,408,No,No,0,89.7,118,15.25,260.1,79,22.11,170.1,93,7.65,13.5,11,3.65,5
CT,63,408,No,Yes,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1
SC,112,415,No,No,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2
CT,74,510,No,No,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9,2,2.43,1
MS,120,408,No,No,0,212.1,131,36.06,209.4,104,17.8,167.2,96,7.52,5.3,5,1.43,1
MT,185,408,No,Yes,29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2
NY,54,415,No,No,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1
AL,100,415,No,No,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0
OR,53,408,No,No,0,261.2,119,44.4,250.8,105,21.32,176,112,7.92,9.8,2,2.65,0
DE,103,415,No,Yes,34,138.8,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,1
MI,51,415,No,No,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1
AR,145,415,No,No,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1
WA,29,415,No,No,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1
AL,85,415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1
WV,92,415,No,Yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0
MD,111,510,No,No,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5
UT,85,510,No,No,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0
OK,101,415,No,No,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3
WA,90,415,Yes,No,0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4
WY,54,408,No,Yes,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2
WA,152,510,No,No,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1
VT,73,415,No,No,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1
MN,92,510,No,No,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9,4,2.43,1
AL,55,415,Yes,No,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1
KS,170,415,No,Yes,42,199.5,119,33.92,135,90,11.48,184.6,49,8.31,10.9,3,2.94,4
FL,93,415,No,No,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0
SC,121,415,No,No,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0
MO,112,415,No,No,0,335.5,77,57.04,212.5,109,18.06,265,132,11.93,12.7,8,3.43,2
